position_sun,velocity_sun,position_earth,velocity_earth,position_jupiter,velocity_jupiter,position_saturn,velocity_saturn,position_neptune,velocity_neptune,position_uranus,velocity_uranus,position_venus,velocity_venus,position_mars,velocity_mars,position_mercury,velocity_mercury
"1151570.371147858,-164147.9892562207,-33314.24806428333","0.00706670651266629,0.01278230563044503,-0.0002562380448606193","107328904.5869039,103316375.0375494,-27653.63562577963","-21.25738770040063,21.23142284804729,0.000406299595383075","-672163451.0168262,436379451.1161484,13255422.59801829","-7.263487173148304,-10.35571941413261,0.2052578753016965","-1381135089.093133,255313771.171358,50421282.49146105","-2.27715918277446,-9.518721851560885,0.2571688322733325","-762872293.316792,-4463889931.230627,109491251.8742979","5.322943804749415,-0.885856206892696,-0.1047839298252703","-1741666630.363789,-2191532387.297592,14458224.5198735","5.280376847761524,-4.555412538145248,-0.08539609137075521","1129104.259997862,-108907942.2588653,-1512090.473417103","34.79344018481441,-0.1232151575107244,-2.01062589236073","-68261333.47935681,230173095.4990038,6499331.015303671","-22.26670209793684,-4.923500048775465,0.4447510349231569","55005809.91693007,-12241990.80971538,-5965410.813304463","1.226315741313236,49.73962246333897,3.948599928080604"
"1277268.5426936,279923.7579290802,-39362.92152877866","0.0008745647472824492,0.01481843964733753,-0.0001207690624649687","107921603.0912306,103297411.3175258,-34832.02927483618","-21.18595307149952,21.34075176583978,0.0003396712627443677","-808965085.5148971,69501740.68143994,17829487.82083111","-1.273418366234105,-12.41205196233233,0.07953893240521914","-1419948439.579384,-48467750.00296427,57276699.93545926","-0.1889446910527474,-9.670606028739579,0.1763332703359373","-594508166.1540227,-4488635384.966999,106122169.6123624","5.353395858119652,-0.6836902230029042,-0.1092598981384231","-1570078775.298978,-2328476748.441179,11722303.6180793","5.595285030374154,-4.125783125397419,-0.0879374617409443","-73643646.48930788,77147818.29774697,5332800.17112748","-25.20431981371563,-24.6155475788191,1.119869040408933","42717218.11874209,-210022535.9557852,-5464316.584064543","24.69198368815985,6.780875406017691,-0.4662721162075005","26496358.46005882,39326156.05422821,833360.0896964744","-50.61904038242164,28.41474510559857,6.967800400680559"
"1197099.509558685,739124.4312818057,-40507.9562986556","-0.005647725148850189,0.01365333636047147,4.189880848724705e-05","108303714.7964626,103280425.1498989,-35576.98230735213","-21.09714647377514,21.41187919808828,0.001763043410319298","-750683616.8986409,-314454899.2718724,18106635.67127547","4.884650613800521,-11.44419834197022,-0.06223145870724789","-1393624192.902524,-350051755.8682114,61499384.59593555","1.838909071212381,-9.384003525558459,0.09022123117366565","-425298311.2078696,-4506996885.905663,102602132.1153097","5.376554784728387,-0.480912665161446,-0.1142307660932381","-1389133121.624394,-2451541935.961109,8916630.430677772","5.873935062913726,-3.675795283629256,-0.08987780784447685","109685808.1267698,-2085400.395251715,-6342851.372305231","0.7530406153599428,34.86209710855967,0.4306842686974086","-144882570.6348487,198445942.9458981,7696659.584837496","-18.57209890652596,-12.3237083930251,0.1987150700550142","-35018252.42529817,34933801.0566005,6077784.097980246","-43.34084246442028,-33.42257484989489,1.248986324090888"
"928080.9384002446,1121106.302748555,-36766.97682069428","-0.01107878912818657,0.009990776059513696,0.0001956163977779985","108509372.2055724,103180962.3207667,-32515.22389174998","-20.98667180468765,21.51262629978932,-0.0001975150316866348","-512740082.3385271,-622906753.0369015,14050544.54581055","9.91584003612821,-7.698678177112647,-0.190307412465899","-1305494487.619548,-636223250.1186153,62989841.49536294","3.719278296036022,-8.700390457476525,0.003331363634488937","-255484225.3894957,-4518945304.698807,98935556.48443317","5.391113500340086,-0.2773876080004479,-0.1185533947990459","-1199990384.187291,-2560135871.178684,6058554.489008069","6.115251776369404,-3.208614810703307,-0.09126967390376861","-76038878.94951269,-74918335.07023348,3371445.729379009","24.35355849844592,-25.06764595724633,-1.748016095218341","127348057.8744705,-165011925.5108749,-6628029.277208991","20.19056741613768,16.75535948332611,-0.146419971045133","-58136868.86631959,-14012001.55914324,4151369.041067449","1.970858046411911,-45.07158490966742,-3.863498269634611"
"522511.062802747,1346937.386840871,-28937.47576640476","-0.01402977691932592,0.004036911309249682,0.0002924266746300471","108571485.4384816,102931965.4170917,-25184.52806067467","-20.91570865085551,21.60360621757913,0.002061268521440951","-149380993.3064534,-777866256.8809834,6552605.385775208","12.65610043992106,-1.864381199890909,-0.2758540579330887","-1161335882.8058,-895227543.8764203,61775660.37093377","5.384079724762241,-7.670781990731935,-0.08065724133834973","-85307841.46631075,-4524458169.737918,95128612.10850024","5.39919722574865,-0.07238043417584811,-0.1225093886088681","-1003837121.947751,-2653768119.821377,3165394.650951743","6.318542809453193,-2.727516550220915,-0.09219466570829049","4176610.978246085,108952523.1195444,1225928.800611503","-35.13425789431027,1.009415950042877,2.041611906162495","-204383911.9294934,142214788.940851,7964861.01079122","-12.82616114198536,-17.89802154781444,-0.0592395800516945","-38250076.93295236,-55168447.7644264,-1083994.500945028","30.3095618372525,-25.24535288754656,-4.846322851972753"
"66706.92048006375,1369483.623805362,-18743.29071817489","-0.01414089053872743,-0.00285765327153827,0.0003388842213918555","108575920.3860595,102466561.2212819,-14515.97218657285","-20.80627249611268,21.66954438644263,0.0004292916480741482","251606494.7824966,-730974018.6914754,-2622132.914858192","12.18298222091908,4.85025399082307,-0.2929622314272806","-968784603.2259285,-1117040711.020643,57988093.41235882","6.781992081054251,-6.353130763983731,-0.1588501158521911","84989798.72120975,-4523523087.454885,91185738.58830094","5.399492290786092,0.1319974262969199,-0.1270891667340587","-801878084.2745969,-2732051953.710405,254294.9691278934","6.483387610346321,-2.235794846055648,-0.09264517697450192","74714470.31546307,-77792007.83501966,-5406759.053725444","25.23681060004095,23.8947811494559,-1.13192714163929","186363090.269548,-87879764.42765379,-6472614.114780724","11.38460868311912,23.91532795793217,0.2206988257406053","2347428.380287591,-67578597.54312967,-5859017.629210573","38.90399803205208,4.117544520769362,-3.236803714861256"
"-331675.0204214389,1183611.164095035,-8645.265674164868","-0.01055109381771425,-0.008728924638135052,0.0002940857233152227","108639549.7673385,101808002.9984744,-5597.43324098736","-20.69534768062351,21.7717545375351,0.0008640763230953752","581386684.5532861,-481248661.2137666,-11040759.18541384","8.16538137123495,10.66582444467049,-0.2269551375207213","-736863450.8907287,-1293540176.317831,51845172.76207274","7.875475636786572,-4.808901646730334,-0.2288607538618894","255164878.419626,-4516137541.132023,87112552.86068058","5.39150362606684,0.3365700833139227,-0.1309018747135448","-595329590.3350527,-2794702073.778307,-2657842.512390137","6.60958925606964,-1.736573504485535,-0.0925101999077711","-107830730.4637913,3515372.235632127,6229276.220719554","-0.9738720409878275,-35.17708194452875,-0.4233513027645817","-239879769.4946707,68556274.83209473,7297216.685368802","-5.660693429041143,-21.2679407972482,-0.3058916472084574","41368471.13402962,-45410078.52088258,-7642923.315116188","26.61317113380592,34.81680910622185,0.399857905923847"
"-573739.8001095878,846065.5132905035,-1046.815898062021","-0.00425853284800264,-0.01219778290578121,0.0001720601244613283","108855923.3994133,100995916.4419797,2388.885349705815","-20.61291584184392,21.85387991083577,0.001361742408607647","737286282.1446064,-89052819.13331357,-16154306.83059875","1.405367908303473,13.57666938781879,-0.08765378660829537","-475591891.5495642,-1418568601.076389,43637992.19899857","8.638694737707036,-3.10034460233513,-0.2887829996570808","424974848.6262641,-4502306553.948554,82915616.97923493","5.376778708983958,0.5412191481396489,-0.1347241726479806","-385410514.3407892,-2841529214.949844,-5554428.773689985","6.697201592686262,-1.232803326622185,-0.09168884198055682","79521017.94957086,73498405.18935373,-3634672.258033648","-23.64043905893662,25.77757762524926,1.716292612904113","207672395.0999413,6533137.916955139,-5006107.598001595","0.2681542216445315,26.27815939766313,0.5441136044476345","51189926.37990423,5783248.699886374,-4350719.184450995","-14.03649128874491,50.66909603867919,5.427878726639854"
"-600633.6984507507,466077.3857708747,2197.490840865939","0.002544305862350182,-0.01144691984339451,3.222961035900893e-05","109280653.2528085,100119012.959979,4879.995081216097","-20.48818446385265,21.93222344412245,-0.0004521438919002918","663179115.9007308,330487907.9499829,-16229546.02080108","-5.987645249264329,12.30503213489235,0.0831697176046724","-195652218.2917619,-1487938662.526562,33718075.12010264","9.055700204425627,-1.289402539151569,-0.3370430775280056","594177540.8703667,-4482045677.098458,78599794.2589755","5.353574719492053,0.7441002573071721,-0.1389978612627364","-173332722.1805677,-2872436495.514423,-8419324.305695653","6.746526887587985,-0.7273704001499354,-0.09021777695455341","-3957109.617232189,-108212560.2187537,-1285744.286770955","34.77233471453656,-1.2235847368242,-2.023847952438166","-246534792.1533068,-13586875.52804569,5759426.952614144","2.293994644143369,-22.13551053997516,-0.5197376930688025","6139633.109600153,45888528.94210423,3093182.409163825","-57.95043862090067,8.944575445424395,6.052580376153035"
"-430875.8743055309,166246.6921799052,948.760228505831","0.007868006836861645,-0.007122504258551802,-0.00010114411886463","109905600.2009923,99335781.08537921,3676.723218783736","-20.38742066641813,22.04752018627016,0.001410238894420601","380496369.1244845,646685686.4037833,-11205740.05318052","-11.4271836021599,7.239872005520987,0.2259782290608534","91895506.0476198,-1499413332.884572,22486017.63620341","9.119133697060866,0.5621573164739331,-0.3721621194356786","762529216.4770738,-4455378872.311922,74171689.00498652","5.322346366876471,0.9467905648927405,-0.1421787817579784","39706567.23272866,-2887417448.075899,-11236977.31287038","6.758129420653596,-0.2231332427476232,-0.0882603487531481","-72895811.08723004,79360938.3695158,5264411.742637306","-25.95352419786956,-23.83641446662773,1.173785526500349","188517914.7667377,99790503.0356259,-2561478.950605832","-10.36445464237536,23.49091208187844,0.7472738337372853","-48941163.18382703,21426111.8123145,6191279.694932754","-29.57877049913183,-42.54908450582089,-0.7582371851370553"
"-149056.652379269,36308.99019149385,-3272.935155804367","0.009595491099353528,-0.001170995002802306,-0.0001582586774508881","110635704.2255869,98722867.13965811,-242.1139804124832","-20.30096018752422,22.1287830519463,-0.0005468283600453816","-18776658.97222997,767257709.520551,-2761153.401274025","-13.2340011130983,0.2887689634154916,0.2951496663828765","375863622.7827201,-1452682959.394757,10381185.70623082","8.82886926139293,2.393261482424897,-0.3929423725982761","929789470.6056743,-4422337742.631898,69637863.50367618","5.284233792906019,1.148343180136956,-0.1455905452195077","252530678.423402,-2886553859.440573,-13992510.04648972","6.732815831329018,0.2771222103658584,-0.08595963777945849","108216446.5862456,-6127480.224938993,-6343494.328769728","1.842642856724647,34.80230007566064,0.3685949525406524","-222582550.7619526,-93628624.86815192,3506751.847221248","10.32409216362944,-20.26271523688824,-0.6782540166611435","-56708197.1555333,-29627033.21142704,2766745.912029354","12.59773779891876,-41.00818776758408,-4.505145555908863"
"134050.8140037787,97639.29558379603,-8207.79100089346","0.007869538955011135,0.004695542076773062,-0.0001362686666057324","111366099.3496772,98291502.39700481,-6174.63469837606","-20.17972351751462,22.21713980919209,0.000785834989715184","-414195539.635143,669292644.3243235,6501549.861757815","-11.27924453070798,-6.274639039914318,0.278559317716053","645169095.6167899,-1349350852.557802,-2127694.232872725","8.191718196848253,4.143044076846584,-0.3984243991778986","1095718470.516236,-4382965021.471262,65003656.05557656","5.237716403991204,1.347744689495602,-0.1489336926792568","463988398.9173181,-2870012498.731578,-16671745.42290473","6.671550523451026,0.7707484444785324,-0.0833399751895568","-79135585.37451872,-73496104.70073508,3564153.150414493","23.587394815691,-25.82491236474084,-1.713639210161503","134696101.8527021,175597598.0299689,357626.4717889801","-18.29317289163037,16.80879453724696,0.801976620044937","-27630583.37237596,-63553352.27895169,-2657954.342206132","34.86003290777827,-17.08031254397494,-4.5953069322853"
"320396.7508733019,312282.7938334378,-11516.36532730627","0.003777767898005659,0.00845690275380448,-6.52736440976561e-05","112001687.2559003,98015344.15794119,-9296.798034615815","-20.09768009003497,22.32951753773424,0.0003941048505442524","-700946378.62058,393375994.9588053,14067030.11412477","-6.557254342750321,-10.79328107513582,0.1916062416374165","889068146.9396559,-1192929401.004084,-14552027.917826","7.22213724353596,5.750619187083299,-0.3879583950179171","1260076673.733218,-4337311696.868135,60276453.62022305","5.183897706352348,1.546537678874497,-0.1510896860417613","672958451.4474317,-2838040711.445017,-19261203.18645489","6.575348856783293,1.255278621474841,-0.0803455729740794","7343138.367745494,107770722.2604304,1049266.070663087","-35.06125075022987,2.11072397798681,2.052774919534316","-169923353.4542862,-160778458.7410885,800823.4792582989","17.56934502191276,-15.51788636069638,-0.7573156080358059","15538826.20657505,-65684369.31604081,-6799146.468851395","37.70514891202768,13.45108267586081,-2.363296081908441"
"350617.8559877515,607203.9308443173,-11646.25394705232","-0.001800480655575287,0.00954970526039905,5.76681681101034e-05","112466920.8684634,97813480.30598968,-10402.02366475016","-20.00834565353109,22.39847337836275,-0.0001790140036295185","-813397287.9518775,18780443.65028953,18137357.76183187","-0.4633576146127411,-12.45817382896316,0.06196935879340515","1097413680.88505,-988842425.4957814,-26393619.7105211","5.94321602047591,7.155537477880595,-0.3614547027291879","1422628727.369255,-4285437458.832005,55462834.01043391","5.123345438630015,1.742882949486173,-0.1538820043139004","878353690.1556673,-2790961372.099644,-21748098.29227257","6.44525007361701,1.728429213670764,-0.07695178997095242","72538812.43351743,-80809331.95801373,-5289717.172757279","25.97273418792007,23.11645747987832,-1.184022198420942","57797255.21403682,222752527.3791733,3229182.412253782","-22.5373909825781,8.135649390734013,0.7245066581412813","49606163.03934529,-32942732.9757656,-7273831.113973182","17.84109698532533,42.52488035552635,1.834694438722483"
